SoloLearningReached, SoloTestingReached, SoloBest, SoloWorst, SoloAverage, SoloStd, SoloAverageReward, HiveLearningReached, HiveTestingReached, HiveBest, HiveWorst, HiveAverage, HiveStd, HiveAverageReward
0.0, 7.92, 321.6666666666667, 4487.0, 969.7822222222222, 1533.4714870064356, -35.202094046374164,0.0, 3.56, 3943.6666666666665, 5001.0, 3557.4222222222224, 1943.1767997435873, -322.7760024980704
