SoloLearningReached, SoloTestingReached, SoloBest, SoloWorst, SoloAverage, SoloStd, SoloAverageReward, HiveLearningReached, HiveTestingReached, HiveBest, HiveWorst, HiveAverage, HiveStd, HiveAverageReward
0.0, 9.0, 305.8888888888889, 391.0, 343.8355555555556, 51.78866952681856, 37.62338336530659,0.0, 6.64, 1916.888888888889, 3970.5555555555557, 1914.88, 1979.307043454013, -135.88414872143002
